Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Parental_Involvement_Encoded,Access_to_Resources_Encoded,Extracurricular_Activities_Encoded,Motivation_Level_Encoded,Internet_Access_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,School_Type_Encoded,Peer_Influence_Encoded,Learning_Disabilities_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Gender_Encoded,Study_Attendance_Product,Study_Sleep_Balance,Academic_Support_Index,Home_Support_Index,Wellbeing_Index
14,81,Medium,Medium,No,9,81,Medium,Yes,1,Low,High,Private,Negative,3,No,Postgraduate,Near,Female,66,2,2,0,2,1,1,3,1,-1,0,3,3,0,1134,1.5555555555555556,7,6,12
29,61,Medium,High,Yes,7,52,Low,Yes,3,Low,Medium,Private,Positive,3,No,College,Near,Female,67,2,3,1,1,1,1,2,1,1,0,2,3,0,1769,4.142857142857143,9,5,10
15,78,High,High,No,9,75,Low,Yes,1,Low,Medium,Public,Negative,1,No,High School,Near,Male,65,3,3,0,1,1,1,2,0,-1,0,1,3,1,1170,1.6666666666666667,7,5,10
18,91,Low,Medium,Yes,5,76,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,68,1,2,1,2,1,2,2,0,0,0,1,3,0,1638,3.6,6,4,8
25,87,Medium,Low,No,9,52,High,Yes,1,Low,High,Private,Positive,2,No,High School,Near,Male,68,2,1,0,3,1,1,3,1,1,0,1,3,1,2175,2.7777777777777777,6,4,11
13,85,High,Medium,No,6,89,Medium,Yes,0,High,Medium,Private,Neutral,1,Yes,High School,Near,Male,65,3,2,0,2,1,3,2,1,0,1,1,3,1,1105,2.1666666666666665,5,7,7
21,96,Medium,Medium,No,8,64,High,Yes,2,Medium,High,Public,Neutral,0,No,College,Near,Male,71,2,2,0,3,1,2,3,0,0,0,2,3,1,2016,2.625,8,6,8
28,61,Medium,High,No,6,86,High,Yes,1,Low,Medium,Private,Negative,3,Yes,Postgraduate,Far,Male,65,2,3,0,3,1,1,2,1,-1,1,3,1,1,1708,4.666666666666667,7,6,9
10,82,Medium,Low,No,8,70,Medium,Yes,3,Low,High,Public,Positive,1,Yes,Postgraduate,Near,Female,64,2,1,0,2,1,1,3,0,1,1,3,3,0,820,1.25,8,6,9
21,91,High,Medium,No,6,100,Medium,Yes,0,High,Medium,Private,Neutral,2,No,Postgraduate,Near,Female,72,3,2,0,2,1,3,2,1,0,0,3,3,0,1911,3.5,5,9,8
22,82,Medium,Medium,No,9,61,Medium,Yes,2,Low,Medium,Public,Negative,2,Yes,High School,Near,Female,65,2,2,0,2,1,1,2,0,-1,1,1,3,0,1804,2.4444444444444446,7,4,11
25,73,Medium,High,No,8,53,High,No,0,Low,High,Private,Negative,5,No,Postgraduate,Near,Female,66,2,3,0,3,0,1,3,1,-1,0,3,3,0,1825,3.125,6,6,13
13,65,Low,High,No,6,99,Medium,Yes,0,Low,Medium,Private,Negative,4,No,High School,Near,Male,61,1,3,0,2,1,1,2,1,-1,0,1,3,1,845,2.1666666666666665,6,3,10
12,96,Low,High,Yes,8,62,Medium,Yes,2,Medium,High,Public,Negative,3,No,College,Near,Female,68,1,3,1,2,1,2,3,0,-1,0,2,3,0,1152,1.5,9,5,11
23,79,High,High,Yes,8,82,Low,Yes,3,Medium,Medium,Public,Negative,3,Yes,Postgraduate,Moderate,Female,69,3,3,1,1,1,2,2,0,-1,1,3,2,0,1817,2.875,9,8,11
22,95,Medium,High,Yes,6,69,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Near,Female,72,2,3,1,2,1,1,2,0,1,0,2,3,0,2090,3.6666666666666665,7,5,9
22,83,Medium,High,Yes,5,82,Medium,Yes,2,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,71,2,3,1,2,1,1,3,0,1,0,3,3,0,1826,4.4,9,6,8
22,87,High,High,No,5,80,Low,Yes,2,Low,High,Public,Negative,3,No,High School,Near,Female,70,3,3,0,1,1,1,3,0,-1,0,1,3,0,1914,4.4,9,5,8
16,92,Medium,High,Yes,5,85,Low,Yes,1,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,68,2,3,1,1,1,1,2,0,0,0,1,2,1,1472,3.2,7,4,7
21,86,Low,Medium,Yes,5,51,Medium,Yes,2,Low,High,Public,Positive,2,No,High School,Moderate,Female,67,1,2,1,2,1,1,3,0,1,0,1,2,0,1806,4.2,8,3,7
22,76,Medium,Medium,Yes,8,92,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Near,Female,68,2,2,1,2,1,1,3,0,0,0,1,3,0,1672,2.75,7,4,12
16,81,Medium,Medium,Yes,8,74,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,Postgraduate,Near,Female,68,2,2,1,2,1,2,2,0,1,0,3,3,0,1296,2.0,8,7,10
31,92,Medium,Medium,Yes,4,76,Medium,Yes,2,Medium,High,Public,Positive,4,Yes,High School,Far,Male,72,2,2,1,2,1,2,3,0,1,1,1,1,1,2852,7.75,8,5,8
23,75,Low,High,No,6,71,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Near,Male,65,1,3,0,1,1,2,2,0,0,0,2,3,1,1725,3.8333333333333335,6,5,8
13,76,Medium,High,No,5,99,Low,Yes,2,Medium,Medium,Private,Positive,4,No,High School,Near,Female,66,2,3,0,1,1,2,2,1,1,0,1,3,0,988,2.6,8,5,9
24,64,Medium,Medium,Yes,8,90,High,Yes,0,Low,High,Public,Negative,3,No,High School,Near,Male,65,2,2,1,3,1,1,3,0,-1,0,1,3,1,1536,3.0,6,4,11
14,97,Medium,Medium,Yes,6,66,Medium,Yes,2,Medium,Medium,Public,Negative,3,Yes,College,Near,Female,67,2,2,1,2,1,2,2,0,-1,1,2,3,0,1358,2.3333333333333335,7,6,9
25,64,Medium,High,No,5,89,Low,Yes,2,Medium,Medium,Public,Neutral,4,No,College,Far,Male,66,2,3,0,1,1,2,2,0,0,0,2,1,1,1600,5.0,8,6,9
27,86,Medium,Medium,No,7,72,Low,Yes,1,Medium,High,Public,Positive,4,No,High School,Far,Male,69,2,2,0,1,1,2,3,0,1,0,1,1,1,2322,3.857142857142857,7,5,11
15,77,Medium,Medium,Yes,8,94,Low,Yes,0,High,High,Public,Positive,3,No,College,Moderate,Male,66,2,2,1,1,1,3,3,0,1,0,2,2,1,1155,1.875,6,7,11
26,76,Medium,High,Yes,6,52,Medium,Yes,4,High,Low,Public,Neutral,3,No,High School,Near,Male,69,2,3,1,2,1,3,1,0,0,0,1,3,1,1976,4.333333333333333,9,6,9
22,87,High,Low,Yes,7,68,Medium,No,0,Low,Medium,Public,Neutral,2,No,High School,Near,Male,67,3,1,1,2,0,1,2,0,0,0,1,3,1,1914,3.142857142857143,3,5,9
25,63,High,Medium,Yes,6,71,Medium,Yes,1,Medium,Low,Private,Positive,3,No,High School,Near,Male,66,3,2,1,2,1,2,1,1,1,0,1,3,1,1575,4.166666666666667,5,6,9
31,84,Medium,Medium,Yes,9,87,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,College,Far,Male,71,2,2,1,2,1,1,2,1,0,0,2,1,1,2604,3.4444444444444446,7,5,12
19,91,High,Low,No,6,59,Medium,Yes,5,Medium,High,Public,Neutral,4,No,College,Moderate,Male,70,3,1,0,2,1,2,3,0,0,0,2,2,1,1729,3.1666666666666665,10,7,10
15,93,High,Medium,No,6,64,Medium,Yes,2,Medium,High,Public,Positive,4,No,Postgraduate,Near,Male,71,3,2,0,2,1,2,3,0,1,0,3,3,1,1395,2.5,8,8,10
15,67,Medium,Medium,Yes,7,86,High,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,66,2,2,1,3,1,3,2,1,1,0,3,3,1,1005,2.142857142857143,6,8,10
15,96,Medium,Medium,No,7,54,High,No,3,Medium,High,Public,Negative,2,No,High School,Near,Male,67,2,2,0,3,0,2,3,0,-1,0,1,3,1,1440,2.142857142857143,8,5,9
20,86,High,Low,No,8,60,Medium,Yes,1,Medium,Medium,Public,Neutral,4,Yes,College,Far,Female,66,3,1,0,2,1,2,2,0,0,1,2,1,0,1720,2.5,5,7,12
22,95,Medium,High,No,9,88,Low,Yes,0,Low,High,Public,Positive,2,No,Postgraduate,Near,Male,72,2,3,0,1,1,1,3,0,1,0,3,3,1,2090,2.4444444444444446,7,6,11
22,79,Medium,Medium,No,9,94,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,68,2,2,0,2,1,2,2,0,1,0,1,3,1,1738,2.4444444444444446,6,5,12
25,82,Medium,Medium,No,6,86,Medium,No,3,Low,High,Public,Positive,3,No,High School,Near,Female,69,2,2,0,2,0,1,3,0,1,0,1,3,0,2050,4.166666666666667,8,4,9
20,97,Medium,Medium,Yes,7,76,Low,Yes,2,Low,Low,Private,Positive,3,No,Postgraduate,Near,Male,71,2,2,1,1,1,1,1,1,1,0,3,3,1,1940,2.857142857142857,6,6,10
29,96,Medium,Medium,Yes,9,55,Low,No,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Far,Female,70,2,2,1,1,0,2,2,0,0,0,3,1,0,2784,3.2222222222222223,4,7,11
18,78,Medium,Medium,No,9,91,High,Yes,2,High,Low,Public,Neutral,4,No,College,Far,Female,67,2,2,0,3,1,3,1,0,0,0,2,1,0,1404,2.0,6,7,13
36,71,Medium,Medium,Yes,6,56,Medium,Yes,2,High,Medium,Public,Positive,2,No,High School,Far,Male,69,2,2,1,2,1,3,2,0,1,0,1,1,1,2556,6.0,7,6,8
24,76,Low,High,No,8,69,Low,Yes,2,Medium,Medium,Public,Neutral,1,No,High School,Moderate,Male,65,1,3,0,1,1,2,2,0,0,0,1,2,1,1824,3.0,8,4,9
15,76,High,High,No,8,53,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,College,Near,Male,65,3,3,0,2,1,1,2,0,0,0,2,3,1,1140,1.875,7,6,12
14,71,Medium,Medium,Yes,8,85,Low,Yes,2,Medium,High,Public,Neutral,4,No,High School,Near,Male,64,2,2,1,1,1,2,3,0,0,0,1,3,1,994,1.75,8,5,12
23,71,Low,Low,Yes,9,75,Low,Yes,1,Low,Medium,Public,Negative,2,No,College,Near,Male,63,1,1,1,1,1,1,2,0,-1,0,2,3,1,1633,2.5555555555555554,5,4,11
19,94,Low,Medium,Yes,5,95,Medium,Yes,3,Low,Low,Public,Positive,2,No,High School,Moderate,Male,69,1,2,1,2,1,1,1,0,1,0,1,2,1,1786,3.8,7,3,7
24,63,Medium,Low,Yes,6,57,Medium,Yes,1,Low,High,Private,Neutral,5,No,College,Near,Female,64,2,1,1,2,1,1,3,1,0,0,2,3,0,1512,4.0,6,5,11
23,87,High,High,Yes,8,91,High,Yes,0,High,Medium,Private,Positive,3,No,High School,Moderate,Male,72,3,3,1,3,1,3,2,1,1,0,1,2,1,2001,2.875,6,7,11
20,67,Low,Medium,Yes,7,76,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63,1,2,1,2,1,2,2,0,0,0,1,3,1,1340,2.857142857142857,5,4,11
15,74,Low,High,Yes,4,68,Low,Yes,3,Low,Medium,Public,Positive,3,No,High School,Near,Female,64,1,3,1,1,1,1,2,0,1,0,1,3,0,1110,3.75,9,3,7
11,62,Medium,High,Yes,5,82,Medium,Yes,3,High,Medium,Private,Neutral,4,No,College,Moderate,Male,64,2,3,1,2,1,3,2,1,0,0,2,2,1,682,2.2,9,7,9
17,71,Medium,Medium,Yes,8,90,Medium,Yes,5,Medium,Medium,Public,Positive,1,No,Postgraduate,Far,Male,67,2,2,1,2,1,2,2,0,1,0,3,1,1,1207,2.125,10,7,9
25,91,Medium,Medium,No,8,72,Low,Yes,2,Medium,High,Public,Positive,0,No,Postgraduate,Near,Male,71,2,2,0,1,1,2,3,0,1,0,3,3,1,2275,3.125,8,7,8
21,95,Medium,Medium,No,5,62,High,Yes,1,Medium,Low,Public,Positive,4,No,High School,Near,Male,70,2,2,0,3,1,2,1,0,1,0,1,3,1,1995,4.2,5,5,9
13,69,Medium,Low,Yes,9,96,Low,Yes,0,High,Medium,Private,Neutral,4,No,High School,Far,Female,61,2,1,1,1,1,3,2,1,0,0,1,1,0,897,1.4444444444444444,4,6,13
21,79,Medium,High,Yes,7,66,Low,Yes,2,Low,Medium,Public,Negative,4,No,College,Moderate,Male,67,2,3,1,1,1,1,2,0,-1,0,2,2,1,1659,3.0,8,5,11
22,79,High,Medium,No,5,100,Medium,Yes,4,High,High,Public,Negative,3,No,College,Near,Male,72,3,2,0,2,1,3,3,0,-1,0,2,3,1,1738,4.4,10,8,8
15,95,Low,Low,Yes,6,88,Low,Yes,1,Low,Medium,Public,Negative,5,No,High School,Near,Male,66,1,1,1,1,1,1,2,0,-1,0,1,3,1,1425,2.5,5,3,11
21,91,Medium,High,Yes,5,84,Medium,Yes,1,High,Low,Public,Neutral,2,No,High School,Near,Male,70,2,3,1,2,1,3,1,0,0,0,1,3,1,1911,4.2,6,6,7
20,81,High,Medium,Yes,6,51,High,No,3,Medium,Medium,Public,Neutral,4,Yes,High School,Near,Male,67,3,2,1,3,0,2,2,0,0,1,1,3,1,1620,3.3333333333333335,7,6,10
13,87,High,Low,Yes,4,72,Medium,Yes,2,Medium,High,Public,Neutral,3,No,High School,Moderate,Female,67,3,1,1,2,1,2,3,0,0,0,1,2,0,1131,3.25,7,6,7
22,94,Low,Medium,Yes,7,75,High,Yes,2,High,Medium,Public,Neutral,2,No,College,Near,Female,71,1,2,1,3,1,3,2,0,0,0,2,3,0,2068,3.142857142857143,7,6,9
23,60,High,Medium,Yes,8,69,Medium,Yes,1,Low,Medium,Private,Positive,4,No,College,Near,Male,66,3,2,1,2,1,1,2,1,1,0,2,3,1,1380,2.875,6,6,12
26,76,Medium,Medium,Yes,5,57,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Near,Male,68,2,2,1,2,1,2,2,0,1,0,1,3,1,1976,5.2,6,5,9
26,96,Medium,Medium,Yes,7,68,Medium,Yes,3,High,Medium,Private,Positive,3,No,College,Near,Female,74,2,2,1,2,1,3,2,1,1,0,2,3,0,2496,3.7142857142857144,8,7,10
12,90,Medium,Low,Yes,6,54,Medium,No,1,High,Medium,Public,Neutral,3,No,High School,Near,Male,64,2,1,1,2,0,3,2,0,0,0,1,3,1,1080,2.0,4,6,9
14,82,Medium,Medium,No,8,65,Medium,Yes,1,Low,Medium,Private,Positive,3,No,College,Near,Male,65,2,2,0,2,1,1,2,1,1,0,2,3,1,1148,1.75,6,5,11
23,81,Low,Medium,Yes,4,54,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,66,1,2,1,2,1,1,2,0,0,0,2,3,1,1863,5.75,6,4,7
23,74,Medium,High,Yes,8,88,Low,Yes,0,Medium,High,Public,Negative,3,Yes,High School,Near,Male,66,2,3,1,1,1,2,3,0,-1,1,1,3,1,1702,2.875,7,5,11
23,81,Medium,Low,No,4,84,Medium,Yes,2,Medium,Medium,Public,Positive,5,No,High School,Near,Male,68,2,1,0,2,1,2,2,0,1,0,1,3,1,1863,5.75,6,5,9
43,86,High,Medium,Yes,7,97,Medium,Yes,2,Medium,High,Public,Positive,1,No,High School,Near,Female,78,3,2,1,2,1,2,3,0,1,0,1,3,0,3698,6.142857142857143,8,6,8
23,77,Medium,High,Yes,6,69,Low,Yes,1,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,67,2,3,1,1,1,2,2,1,1,0,1,2,0,1771,3.8333333333333335,7,5,8
27,89,Medium,High,Yes,6,89,Medium,Yes,3,Medium,Medium,Private,Positive,3,No,High School,Near,Male,74,2,3,1,2,1,2,2,1,1,0,1,3,1,2403,4.5,9,5,9
26,94,Medium,High,No,5,79,High,Yes,1,Low,High,Public,Positive,2,No,Postgraduate,Near,Male,74,2,3,0,3,1,1,3,0,1,0,3,3,1,2444,5.2,8,6,7
24,66,Medium,Low,No,9,82,Low,Yes,1,Medium,Medium,Public,Neutral,2,Yes,High School,Near,Female,62,2,1,0,1,1,2,2,0,0,1,1,3,0,1584,2.6666666666666665,5,5,11
18,78,High,Medium,Yes,5,77,Medium,No,2,Medium,Medium,Public,Neutral,4,No,High School,Far,Male,66,3,2,1,2,0,2,2,0,0,0,1,1,1,1404,3.6,6,6,9
25,76,Medium,Medium,Yes,5,89,High,Yes,3,Medium,High,Public,Neutral,3,No,High School,Far,Female,69,2,2,1,3,1,2,3,0,0,0,1,1,0,1900,5.0,9,5,8
15,87,Medium,High,Yes,10,52,Medium,Yes,2,Low,High,Private,Positive,3,No,College,Near,Male,68,2,3,1,2,1,1,3,1,1,0,2,3,1,1305,1.5,9,5,13
19,70,Medium,Low,No,7,54,High,Yes,0,Medium,Medium,Public,Positive,2,Yes,High School,Moderate,Male,89,2,1,0,3,1,2,2,0,1,1,1,2,1,1330,2.7142857142857144,4,5,9
17,86,High,Low,No,5,55,Low,No,2,High,Medium,Private,Neutral,4,No,College,Near,Male,66,3,1,0,1,0,3,2,1,0,0,2,3,1,1462,3.4,5,8,9
20,95,Low,Medium,Yes,7,64,Low,No,2,Medium,High,Public,Neutral,3,No,High School,Near,Female,68,1,2,1,1,0,2,3,0,0,0,1,3,0,1900,2.857142857142857,7,4,10
34,77,Medium,Low,Yes,7,80,Low,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69,2,1,1,1,1,2,2,0,1,0,1,3,1,2618,4.857142857142857,4,5,10
9,96,Medium,Medium,Yes,4,82,High,No,0,Low,Medium,Public,Positive,4,No,College,Near,Male,67,2,2,1,3,0,1,2,0,1,0,2,3,1,864,2.25,4,5,8
24,100,High,High,Yes,6,86,Low,Yes,2,Medium,Medium,Private,Positive,5,No,High School,Near,Male,75,3,3,1,1,1,2,2,1,1,0,1,3,1,2400,4.0,8,6,11
10,64,Medium,High,No,7,64,High,Yes,0,Medium,Medium,Public,Positive,4,Yes,High School,Moderate,Female,60,2,3,0,3,1,2,2,0,1,1,1,2,0,640,1.4285714285714286,6,5,11
17,69,High,Medium,Yes,9,83,Medium,Yes,2,Medium,High,Private,Positive,4,Yes,College,Moderate,Female,66,3,2,1,2,1,2,3,1,1,1,2,2,0,1173,1.8888888888888888,8,7,13
27,98,Low,High,Yes,7,56,Low,Yes,1,High,Medium,Private,Positive,3,No,College,Near,Female,73,1,3,1,1,1,3,2,1,1,0,2,3,0,2646,3.857142857142857,7,6,10
20,98,Medium,Low,No,7,50,Low,Yes,1,Medium,High,Private,Neutral,2,No,High School,Near,Female,68,2,1,0,1,1,2,3,1,0,0,1,3,0,1960,2.857142857142857,6,5,9
14,64,Medium,Medium,Yes,6,85,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,62,2,2,1,2,1,2,2,0,0,0,1,3,1,896,2.3333333333333335,5,5,9
16,61,Medium,Medium,No,9,86,Low,Yes,2,Low,High,Public,Positive,2,No,High School,Near,Male,62,2,2,0,1,1,1,3,0,1,0,1,3,1,976,1.7777777777777777,8,4,11
24,66,High,Low,Yes,8,81,High,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Far,Male,65,3,1,1,3,1,2,2,0,0,0,1,1,1,1584,3.0,5,6,12
16,100,High,Low,Yes,8,63,High,Yes,2,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,69,3,1,1,3,1,1,2,0,-1,0,1,2,1,1600,2.0,6,5,11
21,67,Medium,Medium,No,7,96,Low,Yes,3,Low,Medium,Public,Neutral,2,No,High School,Far,Female,64,2,2,0,1,1,1,2,0,0,0,1,1,0,1407,3.0,8,4,9
20,80,Medium,High,No,5,94,Medium,Yes,0,Low,Low,Private,Positive,4,Yes,Postgraduate,Moderate,Female,67,2,3,0,2,1,1,1,1,1,1,3,2,0,1600,4.0,5,6,9
16,94,High,High,Yes,9,76,Medium,Yes,0,Low,High,Public,Neutral,2,No,High School,Near,Male,70,3,3,1,2,1,1,3,0,0,0,1,3,1,1504,1.7777777777777777,7,5,11
33,61,Medium,Medium,No,7,99,High,Yes,2,Medium,High,Public,Neutral,3,No,College,Near,Female,70,2,2,0,3,1,2,3,0,0,0,2,3,0,2013,4.714285714285714,8,6,10
24,84,High,Low,No,7,65,Low,Yes,3,Medium,High,Public,Positive,3,No,High School,Near,Female,69,3,1,0,1,1,2,3,0,1,0,1,3,0,2016,3.4285714285714284,8,6,10
8,71,High,Low,No,8,75,Medium,Yes,0,Medium,High,Public,Positive,3,No,High School,Near,Male,61,3,1,0,2,1,2,3,0,1,0,1,3,1,568,1.0,5,6,11
21,94,Medium,Medium,No,7,96,Low,Yes,0,Medium,Medium,Private,Neutral,2,Yes,Postgraduate,Moderate,Male,69,2,2,0,1,1,2,2,1,0,1,3,2,1,1974,3.0,5,7,9
16,71,High,Medium,Yes,5,73,Medium,Yes,1,Medium,Medium,Public,Neutral,0,Yes,High School,Near,Male,63,3,2,1,2,1,2,2,0,0,1,1,3,1,1136,3.2,6,6,5
25,87,Medium,Low,Yes,7,74,Low,Yes,0,Medium,High,Public,Neutral,4,Yes,High School,Near,Male,67,2,1,1,1,1,2,3,0,0,1,1,3,1,2175,3.5714285714285716,5,5,11
15,87,Low,Medium,No,4,54,Medium,Yes,1,Medium,Medium,Public,Neutral,6,No,High School,Moderate,Male,65,1,2,0,2,1,2,2,0,0,0,1,2,1,1305,3.75,6,4,10
19,69,Medium,Medium,Yes,7,61,High,Yes,3,High,High,Public,Neutral,4,No,High School,Moderate,Male,66,2,2,1,3,1,3,3,0,0,0,1,2,1,1311,2.7142857142857144,9,6,11
23,61,Low,Medium,No,9,58,Medium,Yes,4,Medium,Medium,Public,Neutral,2,No,High School,Near,Male,63,1,2,0,2,1,2,2,0,0,0,1,3,1,1403,2.5555555555555554,9,4,11
25,76,Medium,High,Yes,4,78,Medium,Yes,2,Medium,Medium,Private,Negative,3,No,High School,Moderate,Female,68,2,3,1,2,1,2,2,1,-1,0,1,2,0,1900,6.25,8,5,7
13,72,High,High,No,7,66,Medium,Yes,0,Low,High,Public,Neutral,4,No,Postgraduate,Near,Male,65,3,3,0,2,1,1,3,0,0,0,3,3,1,936,1.8571428571428572,7,7,11
18,92,Low,Medium,Yes,8,54,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,67,1,2,1,2,1,2,2,0,1,0,1,3,1,1656,2.25,6,4,11
17,92,Low,Low,Yes,8,75,Medium,Yes,2,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Female,68,1,1,1,2,1,2,3,0,0,0,3,3,0,1564,2.125,7,6,11
16,78,Medium,High,No,6,83,Medium,Yes,0,Low,Low,Public,Neutral,3,Yes,College,Near,Male,64,2,3,0,2,1,1,1,0,0,1,2,3,1,1248,2.6666666666666665,5,5,9
31,84,Medium,Medium,No,5,87,High,Yes,0,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,71,2,2,0,3,1,2,2,1,1,0,2,2,1,2604,6.2,5,6,8
22,84,Medium,Medium,Yes,6,92,Low,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,69,2,2,1,1,1,2,2,0,0,0,1,3,0,1848,3.6666666666666665,5,5,11
12,93,Medium,Medium,Yes,9,74,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,67,2,2,1,1,1,2,2,0,0,0,3,2,1,1116,1.3333333333333333,6,7,12
26,77,Low,Medium,No,4,70,Low,Yes,2,High,Low,Public,Neutral,3,Yes,College,Moderate,Female,65,1,2,0,1,1,3,1,0,0,1,2,2,0,2002,6.5,6,6,7
33,71,Low,Medium,No,5,84,Medium,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Near,Male,68,1,2,0,2,1,2,2,0,1,0,1,3,1,2343,6.6,6,4,7
26,71,High,Medium,Yes,6,51,Low,No,1,High,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,67,3,2,1,1,0,3,2,1,1,0,3,2,1,1846,4.333333333333333,5,9,9
11,81,Medium,Medium,Yes,6,82,High,Yes,3,Medium,High,Public,Neutral,4,No,High School,Near,Male,67,2,2,1,3,1,2,3,0,0,0,1,3,1,891,1.8333333333333333,9,5,10
17,78,Medium,High,Yes,7,70,Medium,No,2,Low,High,Public,Positive,3,No,High School,Near,Male,66,2,3,1,2,0,1,3,0,1,0,1,3,1,1326,2.4285714285714284,8,4,10
28,78,High,Medium,No,9,73,High,Yes,2,Medium,Medium,Public,Neutral,4,No,College,Moderate,Female,70,3,2,0,3,1,2,2,0,0,0,2,2,0,2184,3.111111111111111,7,7,13
16,64,High,Low,Yes,5,65,Medium,Yes,3,Medium,High,Private,Positive,4,No,Postgraduate,Moderate,Female,65,3,1,1,2,1,2,3,1,1,0,3,2,0,1024,3.2,8,8,9
23,89,Low,Low,Yes,7,56,Low,Yes,4,Medium,Low,Private,Positive,4,No,Postgraduate,Near,Female,69,1,1,1,1,1,2,1,1,1,0,3,3,0,2047,3.2857142857142856,7,6,11
25,69,Medium,Medium,Yes,7,70,Low,No,1,High,High,Public,Positive,4,No,High School,Far,Female,65,2,2,1,1,0,3,3,0,1,0,1,1,0,1725,3.5714285714285716,6,6,11
14,68,High,Medium,No,6,65,Medium,Yes,1,High,Medium,Public,Neutral,3,Yes,College,Near,Male,63,3,2,0,2,1,3,2,0,0,1,2,3,1,952,2.3333333333333335,6,8,9
20,77,Medium,Medium,No,5,98,Low,Yes,2,Low,High,Private,Neutral,2,No,Postgraduate,Far,Female,67,2,2,0,1,1,1,3,1,0,0,3,1,0,1540,4.0,8,6,7
1,69,High,Medium,Yes,6,97,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Near,Female,61,3,2,1,2,1,1,2,0,1,0,1,3,0,69,0.16666666666666666,6,5,9
14,83,Medium,Low,Yes,6,82,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Near,Female,65,2,1,1,2,1,2,2,0,1,0,1,3,0,1162,2.3333333333333335,4,5,8
18,75,Low,High,Yes,8,95,Medium,Yes,1,Low,Low,Public,Neutral,2,No,College,Near,Female,66,1,3,1,2,1,1,1,0,0,0,2,3,0,1350,2.25,6,4,10
13,78,Medium,High,Yes,8,88,High,Yes,0,High,Low,Public,Neutral,3,No,College,Near,Male,66,2,3,1,3,1,3,1,0,0,0,2,3,1,1014,1.625,5,7,11
30,81,Medium,Low,Yes,5,67,Medium,Yes,1,High,High,Public,Negative,1,No,High School,Near,Male,69,2,1,1,2,1,3,3,0,-1,0,1,3,1,2430,6.0,6,6,6
11,68,Medium,Medium,No,6,80,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,63,2,2,0,2,1,2,2,0,1,0,2,2,0,748,1.8333333333333333,7,6,9
17,66,Low,High,No,6,61,Medium,Yes,1,High,Medium,Public,Positive,6,No,Postgraduate,Near,Male,65,1,3,0,2,1,3,2,0,1,0,3,3,1,1122,2.8333333333333335,7,7,12
21,95,Low,Low,No,10,84,Low,Yes,0,High,Medium,Public,Neutral,4,Yes,High School,Near,Male,67,1,1,0,1,1,3,2,0,0,1,1,3,1,1995,2.1,4,5,14
29,77,High,High,Yes,7,52,Medium,Yes,2,High,Medium,Public,Negative,3,Yes,High School,Near,Female,69,3,3,1,2,1,3,2,0,-1,1,1,3,0,2233,4.142857142857143,8,7,10
11,76,Low,Medium,Yes,5,92,Medium,Yes,4,Medium,Low,Public,Negative,2,No,Postgraduate,Near,Male,65,1,2,1,2,1,2,1,0,-1,0,3,3,1,836,2.2,8,6,7
